ID: L3545 | OPERACAO: Locacao | TITULO: Prédio Comercial para alugar com 618m² no Jardim Faculdade - Sorocaba | BAIRRO: Jardim Emília | CIDADE: Sorocaba | AREA: 580m2 | QUARTOS: 0 | BANHEIROS: 8 | VAGAS: 9 | ALUGUEL: R$ 28000 | DESCRICAO: Este prédio comercial está situado em uma localização excelente e oferece uma infraestrutura completa para atender a diversas necessidades empresariais. Com estacionamento para aproximadamente 9 veículos e 2 vagas na lateral, e sete vagas frontais voltadas para a Washington Luiz, o edifício garante fácil acesso e comodidade para clientes e funcionários. Distribuído em três pavimentos, o prédio possui: Térreo: Um amplo salão com dois banheiros, ideal para acomodar um grande fluxo de pessoas. 1º Pavimento: Outro salão espaçoso, uma cozinha, quatro banheiros e uma entrada lateral que leva a uma cozinha maior, além de vestiários femininos e masculinos. 2º Pavimento: Um mezanino com um banheiro, oferecendo uma área adicional que pode ser adaptada às necessidades do negócio. Este espaço versátil e bem localizado é uma excelente oportunidade para empresas que buscam um imóvel pronto para operações comerciais, com todas as comodidades necessárias para funcionar com eficiência e conforto. Gostaria de saber mais informações ou agendar uma visita?. ref. 3545 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=3545
ID: V5101 | OPERACAO: Venda | TITULO: Terreno no Parque Morumbi com 481m² | BAIRRO: Parque Morumbi | CIDADE: Votorantim | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Terreno no Parque Morumbi com 481m°, topografia plana, 10 metros de testada. Localização próxima ao Shopping Iguatemi.. ref. 5101 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5101
ID: V5100 | OPERACAO: Venda | TITULO: Sítio em Araçoiaba da Serra | BAIRRO: Jundiaquara | CIDADE: Araçoiaba da Serra | AREA: 200m2 | QUARTOS: 3 | BANHEIROS: 2 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Sítio em Araçoiaba da Serra, com casa sede, amplo gramado, propriedade bem cuidada com 72600 m². Ótima topografia . Casa com sala, cozinha, 3 quartos, 2 wc, toda avarandada. Garagem coberta.. ref. 5100 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5100
ID: V5098 | OPERACAO: Venda | TITULO: Apartamento Duplex no Épico | BAIRRO: Jardim Faculdade | CIDADE: Sorocaba | AREA: 82m2 | QUARTOS: 2 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apartamento com 82 m² , fotos ilustrativas Piso inferior: Lavabo, sala 2 ambientes, cozinha, lavanderia e varanda gourmet. Piso superior: 02 suítes e varanda, janelas com persiana integrada manual. Piso nas área molhadas e contrapiso nos outros ambientes Infraestrutura para ar condicionado na sala e suíte máster. Infraestrutura para churrasqueira na varanda gourmet. 02 vagas cobertas. Lazer completo!. ref. 5098 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5098
ID: V5097 | OPERACAO: Venda | TITULO: Apartamento Duplex no Épico | BAIRRO: Jardim Faculdade | CIDADE: Sorocaba | AREA: 82m2 | QUARTOS: 2 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apartamento com 82 m², fotos ilustrativas Piso inferior: Lavabo, sala 2 ambientes, cozinha, lavanderia e varanda gourmet. Piso superior: 02 suítes e varanda, janelas com persiana integrada manual. Piso nas área molhadas e contrapiso nos outros ambientes Infraestrutura para ar condicionado na sala e suíte máster. Infraestrutura para churrasqueira na varanda gourmet. 02 vagas cobertas. Lazer completo!. ref. 5097 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5097
ID: V5096 | OPERACAO: Venda | TITULO: Apartamento Duplex no Épico | BAIRRO: Jardim Faculdade | CIDADE: Sorocaba | AREA: 82m2 | QUARTOS: 2 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apartamento com 82 m² , fotos ilustrativas Piso inferior: Lavabo, sala 2 ambientes, cozinha, lavanderia e varanda gourmet. Piso superior: 02 suítes e varanda, janelas com persiana integrada manual. Piso nas área molhadas e contrapiso nos outros ambientes Infraestrutura para ar condicionado na sala e suíte máster. Infraestrutura para churrasqueira na varanda gourmet. 02 vagas cobertas. Lazer completo!. ref. 5096 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5096
ID: V5094 | OPERACAO: Venda | TITULO: Casa à venda com 03 quartos 3 suíte 159,42m² no Condomínio Vizzon Ville - Sorocaba/SP | BAIRRO: Parque Campolim | CIDADE: Sorocaba | AREA: 159m2 | QUARTOS: 3 | BANHEIROS: 5 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Seja bem-vindo ao seu novo lar! Esta magnífica casa, localizada no Vizzon Ville no Campolim, oferece um estilo de vida confortável em uma das áreas mais desejadas de Sorocaba. Ao adentrar a residência, você será recepcionado por um cômodo à esquerda, ideal para ser transformado em um escritório, além de um lavabo, proporcionando praticidade e conforto. Seguindo em frente, uma ampla sala de estar e jantar se destaca, criando um ambiente acolhedor e sofisticado, perfeito para momentos especiais com a família e amigos. A cozinha é um verdadeiro deleite para os amantes da culinária, equipada com bancadas em granito e armários que garantem praticidade e funcionalidade no preparo das refeições. A espaçosa área de serviço, adjacente à cozinha, proporciona ainda mais conveniência. No andar superior, um hall íntimo com armários dá acesso a três suítes confortáveis, todas com modulados que otimizam o espaço. Na parte externa, um lindo jardim aguarda por você, já com preparação para Ofurô, ideal para momentos de relaxamento. A casa ainda possuí aquecimento solar com controle de temperatura, boiler e mais duas caixas d`água. Venha viver em um condomínio de alto padrão que oferece segurança 24 horas e um clube completo para você e sua família. O Condomínio Vizzon Ville está estrategicamente situado em uma região privilegiada de Sorocaba, com acesso rápido à Rodovia Raposo Tavares, próximo ao Shopping Iguatemi, supermercados, escolas e farmácias. Estamos ansiosos para recebê-lo e mostrar este maravilhoso espaço que pode ser seu novo lar em Sorocaba!. ref. 5094 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5094
ID: V5091 | OPERACAO: Venda | TITULO: Salão e residência para venda no Wanel Ville IV | BAIRRO: Jardim Wanel Ville IV | CIDADE: Sorocaba | AREA: 184m2 | QUARTOS: 0 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Imóvel versátil, ideal para quem busca uma combinação entre espaço comercial e residencial. No térreo, conta com uma ampla sala de estar com dois ambientes integrados à cozinha, lavabo e um agradável espaço externo. O andar superior é composto por uma segunda sala, dois quartos, sendo um deles suíte, e uma cozinha com área de luz e lavanderia. Todo o imóvel está revestido com piso cerâmico de fácil manutenção e localizado em uma rua de grande fluxo de veículos, oferecendo excelente visibilidade. Na frente, há um recuo que permite o estacionamento de até dois veículos.. ref. 5091 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5091
ID: V5090 | OPERACAO: Venda | TITULO: Casa em Condomínio Eltonville à venda com 05 suítes | BAIRRO: Jardim Pires de Mello | CIDADE: Sorocaba | AREA: 428m2 | QUARTOS: 5 | BANHEIROS: 7 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apresento a você a oportunidade de viver em uma casa de alto padrão em um condomínio exclusivo, que redefine o conceito de luxo e conforto. Esta magnífica residência é um verdadeiro oásis de sofisticação, começando com uma sala de pé direito duplo, que oferece um espaço amplo e luminoso, perfeito para criar momentos inesquecíveis em dois ambientes distintos. A cozinha planejada Florence é um espetáculo à parte, equipada com forno embutido e cooktop, atendendo aos mais exigentes padrões de culinária. No piso térreo, a suíte reversível adiciona uma flexibilidade rara, podendo ser adaptada conforme suas necessidades. A lavanderia, com armários planejados e um espaço privativo para secar roupas, facilita a rotina com elegância. A área gourmet é o coração da casa para receber amigos e familiares, com churrasqueira, pia de apoio e cooktop de duas bocas, ideal para os seus momentos de lazer. Além disso, o banheiro para empregada e o depósito adicionam conveniência e funcionalidade. Os acabamentos são de tirar o fôlego, com piso porcelanato Portinari em todos os ambientes, que garante durabilidade e requinte. As escadas em mármore Carrara, com guarda-corpo em ferro fundido, são um verdadeiro show de beleza e qualidade. No piso superior, a casa brilha ainda mais com quatro suítes deslumbrantes, duas delas com closet, oferecendo privacidade e conforto. A sala de TV é um refúgio acolhedor para relaxar, enquanto a copa e a área de luz trazem um toque de charme adicional. Os modulados Todeschini, piso vinílico e rodapé em PVC (Vida Flora) complementam a decoração com estilo e funcionalidade. A suíte principal é um verdadeiro santuário, com um amplo closet, duas cubas no banheiro e lustres elegantes que adicionam um toque de glamour. O sistema de aquecimento solar, com cinco placas e um boiler de 400 litros, combinado com o aquecimento a gás de apoio, proporciona conforto térmico em todas as estações do ano. Os corredores laterais e o quintal garantem privacidade e liberdade de movimentação. Localizada em um condomínio com portaria 24 horas, quiosque, pista de caminhada e playground, esta casa oferece segurança e lazer incomparáveis. Com apenas 10 casas no condomínio, você desfruta de exclusividade e tranquilidade. Esta residência está posicionada para receber o Sol da manhã, enchendo cada dia de luz e energia positiva. Não perca a chance de adquirir esta joia rara e transformar seu sonho em realidade. Agende uma visita e surpreenda-se com todos os detalhes que fazem desta casa um verdadeiro lar de alto padrão.. ref. 5090 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5090
ID: V5087 | OPERACAO: Venda | TITULO: Casa a venda no condomínio com 3 quartos. | BAIRRO: Jardim Guarujá | CIDADE: Sorocaba | AREA: 154m2 | QUARTOS: 3 | BANHEIROS: 3 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Sobrado em condomínio, toda modulada e mobiliada pronta para morar. Sala 2 ambientes, cozinha toda modulada e mobiliada, lavabo, área de serviço com wc. Área gourmet com churrasqueira, pia e modulado. depósito. Andar superior com 3 quartos 1 sendo suíte com closet. Casa toda reformada, parte elétrica, encanamentos, madeiras envernizadas. Aquecedor a gás com pressurizador. Casa com posição estratégica no condomínio, com corredor lateral, não sendo geminada com nenhuma residência. 2 vagas de garagem cobertas.. ref. 5087 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5087
ID: V5075 | OPERACAO: Venda | TITULO: Casa a venda com 3 suítes modulada e mobiliada no Alphaville | BAIRRO: Alphaville Nova Esplanada | CIDADE: Votorantim | AREA: 351m2 | QUARTOS: 3 | BANHEIROS: 6 | VAGAS: 6 | ALUGUEL: R$ Sob consulta | DESCRICAO: Sobrado a venda com 3 suítes modulada e mobiliada no Alphaville Sala pé direito alto, cozinha, área gourmet com wc e piscina com hidromassagem spa. Home com som ambiente. 3 suítes , sendo uma máster com closet e banheira, persianas elétricas com controle remoto. Pedra preto estelar na cozinha com 4,5 metros, aquecedor solar e a gás nos banheiros e piscina, painel ripado Caramuru em toda a garagem, porta de entrada e varanda frontal, painel ripado na ilha gourmet, tela solar elétrica na área gourmet, casa toda climatizada com ar condicionado, churrasqueira a gás com 3 bocas, coifa de alta potencia com sistema silencioso na churrasqueira e cooktop. Móveis planejados na cozinha, sala de tv, adega, lavabo, suítes e todos os banheiros. Telha termoacústicas, quarto de despejo, lavanderia com wc. 3000l de água e 600l de boiler. Casa toda com iluminação em LED. 6 vagas de garagens sendo 3 cobertas. Condomínio com clube e lazer completo para toda a família, segurança e localização privilegiada.. ref. 5075 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5075
ID: V5074 | OPERACAO: Venda | TITULO: Cobertura a venda com 2 quartos, 84m2 no Central Park | BAIRRO: Central Parque Sorocaba | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 2 | BANHEIROS: 1 | VAGAS: 1 | ALUGUEL: R$ Sob consulta | DESCRICAO: Linda cobertura à venda no Central Parque. Com 2 dormitórios, sala de estar integrada à sala de jantar e um banheiro social, o imóvel oferece conforto e funcionalidade para quem busca um lar acolhedor. No piso superior, a cobertura conta com uma área exclusiva com churrasqueira e um lavabo, perfeita para momentos de lazer com amigos e familiares. O imóvel conta ainda com 1 vaga de garagem, oferecendo mais comodidade e segurança para o dia a dia. A localização é excelente: o imóvel está próximo a escolas, padarias, restaurantes e diversos comércios, facilitando a rotina e proporcionando mais conveniência. Além disso, oferece fácil acesso à Rodovia Raposo Tavares, garantindo mobilidade rápida tanto para o centro quanto para outras regiões da cidade. Ideal para quem procura conforto, praticidade e uma ótima infraestrutura ao redor. Que tal agendar uma visita e conhecer pessoalmente o seu novo lar?. ref. 5074 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5074
ID: V5073 | OPERACAO: Venda | TITULO: Casa térrea a venda 03 dormitórios - Vila Santana Sorocaba SP | BAIRRO: Vila Santana | CIDADE: Sorocaba | AREA: 189m2 | QUARTOS: 3 | BANHEIROS: 1 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Uma oportunidade imperdível! Venha conhecer e se encantar com esta maravilhosa casa térrea, situada em uma localização privilegiada. O imóvel dispõe de 3 dormitórios, sala de estar, sala de jantar, cozinha e banheiro social. É uma casa ampla, bem arejada e com excelente iluminação natural. Na área externa, você encontrará uma espaçosa lavanderia, um quintal convidativo e uma edícula com 2 cômodos e banheiro, que ainda possui entrada independente. Localizado em um bairro com completa infraestrutura, você estará próximo de supermercados, farmácias e uma variedade de outros serviços essenciais. A área também oferece fácil acesso a importantes vias, tornando sua locomoção pela cidade ainda mais prática. Que tal agendar uma visita? Venha descobrir seu novo lar!. ref. 5073 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5073
ID: V5072 | OPERACAO: Venda | TITULO: Terreno industrial a venda com 5077 m² | BAIRRO: Iporanga | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Terreno industrial a venda com 5077 m², topografia plana com testada de 59 metros. ref. 5072 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5072
ID: V5071 | OPERACAO: Venda | TITULO: Casa a venda em condomínio com 3 quartos | BAIRRO: Jardim Residencial Villagio Ipanema I | CIDADE: Sorocaba | AREA: 105m2 | QUARTOS: 3 | BANHEIROS: 3 | VAGAS: 4 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa térrea à venda com sala de pé direito alto, revestida em porcelanato e iluminada com LED. O ambiente integrado à cozinha conta com bancada em mármore preto e uma área gourmet completa, equipada com churrasqueira e pia em mármore preto. A lavanderia e o quintal oferecem praticidade e conforto. A residência possui 3 quartos, sendo 2 suítes, além de um banheiro social. Os banheiros apresentam pias e nichos em mármore branco, com torneiras aquecidas para maior conforto. Todos os ambientes já contam com pré-instalação para ar-condicionado e iluminação em LED. O imóvel oferece 4 vagas de garagem descobertas.. ref. 5071 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5071
ID: V5067 | OPERACAO: Venda | TITULO: Apartamento à venda no térreo com Garden - Jardim Vera Cruz | BAIRRO: Jardim Vera Cruz | CIDADE: Sorocaba | AREA: 60m2 | QUARTOS: 2 | BANHEIROS: 1 | VAGAS: 1 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apartamento em andar térreo, 1 sala com piso cerâmico, 1 cozinha tipo americana com bancada em granito natural e gabinete. 02 quartos com piso cerâmico. Banheiro com revestimento até o teto, bancada em granito natural, gabinete, box em vidro temperado. Área de serviço com tanque em louça. Apartamento possui quintal de aproximadamente 50 m² em piso cerâmico. 01 vaga de garagem descoberta.. ref. 5067 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5067
ID: V5065 | OPERACAO: Venda | TITULO: Apto à venda - Av Santa Cruz - 02 quartos | BAIRRO: Jardim Vera Cruz | CIDADE: Sorocaba | AREA: 52m2 | QUARTOS: 2 | BANHEIROS: 1 | VAGAS: 1 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apartamento em excelente localização, a poucos metros da Avenida Armando Pannunzio, sala, cozinha com gabinete, 02 dormitório. Áreas frias em piso cerâmico, sala e dormitórios em laminado de madeira, banheiro com pia em granito e cuba sobreposta, box em vidro temperado. Acabamento em gesso em todo apartamento, sendo na sala gesso com iluminação embutida, 01 garagem descoberta. O condomínio conta com portaria 24 hrs, piscina, quiosque para churrasco, academia ao ar livre, playground.. ref. 5065 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5065
ID: V5064 | OPERACAO: Venda | TITULO: Casa em Condomínio Alto Padrão à venda em Itu | BAIRRO: Vila Martins | CIDADE: Itu | AREA: 925m2 | QUARTOS: 7 | BANHEIROS: 6 | VAGAS: 4 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa em condomínio de alto padrão, sala para 03 ambientes, duas cozinhas. 04 suítes, sendo 01 suíte presidencial com 120 m². Área de lazer com quadra poliesportiva, piscina com quiosque. Casa de caseiro e casa de hóspede.. ref. 5064 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5064
ID: V5062 | OPERACAO: Venda | TITULO: Terreno á venda, 481,55 m2 - Condominio Castanheira -Jd Pagliato, Sorocaba | BAIRRO: Jardim Guadalajara | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Excelente oportunidade! Terreno de 481,55 m² em uma localização privilegiada, dentro de um condomínio de alto padrão. O Residencial Castanheiras oferece uma área de lazer completa, com portaria e segurança 24 horas, rede elétrica subterrânea, paisagismo, salão de festas, playground, campo de futebol e áreas verdes preservadas. Está próximo a escolas, padarias, restaurantes e comércios em geral, além de ter fácil acesso à Rodovia Raposo Tavares. Vamos agendar uma visita?. ref. 5062 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5062
ID: V5054 | OPERACAO: Venda | TITULO: Casa a venda com 3 quartos em Votorantim | BAIRRO: Vossoroca | CIDADE: Votorantim | AREA: 164m2 | QUARTOS: 3 | BANHEIROS: 2 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa a venda com 3 quartos em Votorantim Casa assobradada sendo sala, cozinha com armários modulados, 3 quartos 1 sendo suíte, wc social. Com área gourmet com sala, wc churrasqueira e pia de apoio. Edícula com sala, wc e quarto quintal grande. um salão inacabado para uma futura academia. Garagem para 2 veículos, 1 sendo descoberta.. ref. 5054 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5054
ID: V5053 | OPERACAO: Venda | TITULO: Casa para locação ou venda com 5 quartos no Eltonville | BAIRRO: Jardim Eltonville | CIDADE: Sorocaba | AREA: 589m2 | QUARTOS: 5 | BANHEIROS: 5 | VAGAS: 8 | ALUGUEL: R$ Sob consulta | DESCRICAO: Casa para locação ou venda: Espaço e Conforto em Três Andares Esta impressionante casa de três andares é perfeita para quem busca espaço e conforto. No térreo, você encontrará uma ampla sala de estar, sala de jantar, sala de TV, escritório, bar, lavabo e uma cozinha com espaço para mesa de seis cadeiras. Todos os ambientes são generosos, arejados e bem iluminados. A área gourmet conta com um banheiro, além de uma piscina em concreto armado e azulejo, e uma hidromassagem externa coberta que acomoda até 14 pessoas. Os jardins internos, com paisagismo natural, proporcionam um toque de tranquilidade e beleza ao espaço. Destaque para o telhado retrátil, que garante ventilação nas salas, e os vitrais no teto da sala de estar e jantar, que acrescentam um charme especial. No primeiro andar, você encontrará uma sala íntima, dois quartos amplos ? sendo um deles uma suíte máster com closet e hidromassagem. Um dos quartos pode ser facilmente revertido para criar dois quartos adicionais com um banheiro conjugado. O segundo pavimento abriga mais dois quartos e um banheiro social. As escadas, com corrimão e acabamento em madeira, oferecem beleza e praticidade. A casa possui quatro sacadas com vista panorâmica e uma garagem que acomoda até seis veículos. Localizada em um bairro tranquilo e com uma posição privilegiada, está próxima a comércios, restaurantes, farmácias e com fácil acesso às principais avenidas da cidade.. ref. 5053 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5053
ID: V5051 | OPERACAO: Venda | TITULO: Apartamento com 2 quartos á venda, totalmente mobiliado no Condomínio Evolution Muraro - Sorocaba | BAIRRO: Jardim América | CIDADE: Sorocaba | AREA: 70m2 | QUARTOS: 2 | BANHEIROS: 2 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Venha descobrir este encantador apartamento de 70,00m2 e se apaixonar com cada detalhe, localizado em uma das áreas mais desejadas da cidade! A sala, com dois ambientes integrados, proporciona um espaço harmonioso para jantar e relaxar, contando com uma Smart TV Samsung Q60CA de 65 polegadas e ar condicionado. A varanda gourmet é ideal para receber amigos e familiares. A cozinha é um verdadeiro destaque, equipada com armários planejados e eletrodomésticos de alta qualidade, incluindo: Refrigerador Panasonic Inverter NR-BB53PV3 Micro-ondas Electrolux MI41T Lavadora de louças Eletrolux LL08B (oito serviços) Forno a gás de embutir Eletrolux OE8GH Purificador de água IBBL FR600 Exclusive Adega Electrolux ACB12 Área de serviço prática, com modulados e lavadora e secadora Samsung WD14 O imóvel conta com dois dormitórios, todos com armários modulados e ar condicionado, sendo um deles uma suíte, além de um banheiro social. Para sua conveniência, são duas vagas de garagem cobertas. O condomínio conta com clube completo, quadra poliesportiva, piscina, academia, sauna, salão de festas, playground, pergolado de madeira, casa de boneca, todo arborizado, pista de caminhada, 02 vagas de garagem coberta. Este apartamento, totalmente mobiliado e decorado com excelente qualidade e bom gosto, está pronto para receber você e sua família. Não perca a oportunidade de conhecer este lindo apartamento, situado em uma região nobre e privilegiada, próximo a escolas, hospitais, shoppings e uma variedade de serviços. Gostaria de agendar uma visita?. ref. 5051 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5051
ID: V5047 | OPERACAO: Venda | TITULO: Sitio a venda em Araçoiaba da Serra | BAIRRO: Araçoiabinha | CIDADE: Araçoiaba da Serra | AREA: 500m2 | QUARTOS: 7 | BANHEIROS: 6 | VAGAS: 10 | ALUGUEL: R$ Sob consulta | DESCRICAO: Sítio com área de 80 mil m², ideal para quem busca tranquilidade e espaço. A casa principal conta com 7 quartos, 6 banheiros, além de salas de estar, jantar, íntima e de música, um escritório e 2 terraços. A cozinha é ampla, com copa e despensa, além de uma lavanderia e uma piscina para momentos de lazer. O sítio também possui uma casa para o caseiro, um depósito, cocheira e um poço de água. Com uma topografia excelente e localização privilegiada, este lugar ainda oferece um deslumbrante pôr do sol.. ref. 5047 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5047
ID: V5046 | OPERACAO: Venda | TITULO: Casa a venda com 3 suítes no Condomínio Villa dos Inglezes | BAIRRO: Parque Residencial Villa dos Inglezes | CIDADE: Sorocaba | AREA: 253m2 | QUARTOS: 3 | BANHEIROS: 5 | VAGAS: 4 | ALUGUEL: R$ Sob consulta | DESCRICAO: Excelente residência no Condomínio Villa dos Ingleses, com 253,03 m² de área construída, perfeita para quem busca conforto e praticidade. O imóvel conta com 3 suítes, incluindo uma master com closet, além de uma ampla sala para 2 ambientes, escritório, lavabo e cozinha integrada. Todos os ambientes estão equipados com armários modulados. Entre os destaques, estão o ar-condicionado em toda a casa, aquecimento solar com pressurizador e controle via Wi-Fi. A área externa inclui uma piscina com vinil novo e um espaço gourmet completo, com churrasqueira e forno de pizza, além de despensa e área de serviço. Não perca essa oportunidade única! Venha conhecer!. ref. 5046 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5046
ID: V5044 | OPERACAO: Venda | TITULO: Barracão comercial com residência anexa a Venda | BAIRRO: Jardim Guadalajara | CIDADE: Sorocaba | AREA: 364m2 | QUARTOS: 0 | BANHEIROS: 5 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Barracão com residência anexa. Este incrível imóvel oferece um barracão com todas as comodidades necessárias para seu negócio, e uma charmosa residência para morar ou alugar. Salão com 2 cozinhas, 4 wc, estacionamento para até 8 veículos. Residência com sala conceito aberto, sala de tv, sala de jantar e cozinha. wc social, lavanderia , 2 quartos e um terraço para momentos de relaxamento e lazer. O´tima localização, em bairro com grande infraestrutura de comércios.. ref. 5044 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5044
ID: V5043 | OPERACAO: Venda | TITULO: Apartamento Duplex cobertura a venda | BAIRRO: Árvore Grande | CIDADE: Sorocaba | AREA: 119m2 | QUARTOS: 3 | BANHEIROS: 2 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Apartamento Duplex com varanda churrasqueira três dormitórios sendo uma suíte, possui área gourmet que favorece o bem estar de toda família, área ampla com vista para toda cidade, a localização próximo a Avenida São Paulo, com diversos comércios e acesso para Marginal e Castelo Branco e São Paulo.. ref. 5043 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5043
ID: V5042 | OPERACAO: Venda | TITULO: Casa em Condomínio Alto Padrão à venda com 03 suítes | BAIRRO: Jardim Residencial Mont Blanc | CIDADE: Sorocaba | AREA: 342m2 | QUARTOS: 3 | BANHEIROS: 5 | VAGAS: 2 | ALUGUEL: R$ Sob consulta | DESCRICAO: Sobrado com sala para 03 ambientes, lavabo, cozinha, área de serviço isolada. Espaço gourmet com piscina, churrasqueira, banheiro que serve a piscina. Pisos em porcelanato nas salas, cozinha e banheiros. Nas suítes piso em madeira, banheiros com bancada em mármore, cubas de sobrepor, box em vidro temperado. Forro rebaixado, molduras, luminárias, espelho, armários planejados em todas as dependências. Dependência de empregada.. ref. 5042 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5042
ID: V5041 | OPERACAO: Venda | TITULO: Área de 206.000,00 m² - à Venda | BAIRRO: Capoavinha | CIDADE: Votorantim | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Área com 206.000,00 m², com frente para Rodovia Raimundo Antunes Soares. Área para empreendimento comercial ou residencial. Próximo aos Condomínios Alphavilles.. ref. 5041 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5041
ID: V5040 | OPERACAO: Venda | TITULO: Área na Estrada do Banho Turco | BAIRRO: Brigadeiro Tobias | CIDADE: Sorocaba | AREA: 0m2 | QUARTOS: 0 | BANHEIROS: 0 | VAGAS: 0 | ALUGUEL: R$ Sob consulta | DESCRICAO: Excelente área em uma região em expansão.. ref. 5040 atualizado em 26/02. | LINK: https://www.juliocasas.com.br/pesquisa-de-imoveis/?codigo=5040
